fileName1	fileName2	sampleName	repeatNum	laneNum	date
/mnt/imaging.data/mdas/20210421_RNAseq_degron/366D_1/366D1_L1_R1_001_UuSFWY4G2FHZ.fastq.gz	/mnt/imaging.data/mdas/20210421_RNAseq_degron/366D_1/366D1_L1_R2_001_EhUNkdmr5gT7.fastq.gz	366	D1	L1	20210421
/mnt/imaging.data/mdas/20210421_RNAseq_degron/366D_1/366D1_L2_R1_001_8LNvGvyniyI7.fastq.gz	/mnt/imaging.data/mdas/20210421_RNAseq_degron/366D_1/366D1_L2_R2_001_Eqtj8kyBfb67.fastq.gz	366	D1	L2	20210421
/mnt/imaging.data/mdas/20210628_RNAseq_degron/366_D2/366D2_L1_R1_001_rOaWPSFG1otu.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_degron/366_D2/366D2_L1_R2_001_WCBjpodAaEJC.fastq.gz	366	D2	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_degron/366_D2/366D2_L2_R1_001_wu1s11EhFqfW.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_degron/366_D2/366D2_L2_R2_001_E4ttDA9R76zx.fastq.gz	366	D2	L2	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_degron/366_D3/366D3_L1_R1_001_1E8qNYEyhaL4.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_degron/366_D3/366D3_L1_R2_001_4B6ETpDziqhX.fastq.gz	366	D3	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_degron/366_D3/366D3_L2_R1_001_kTZRIF0AqgwB.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_degron/366_D3/366D3_L2_R2_001_trzJtwANJTZ5.fastq.gz	366	D3	L2	20210628
/mnt/imaging.data/mdas/RNA_seq_2020/382b1/382B1_L1_R1_001_bBV52jLO2VX2.fastq.gz	NA	382	B1	L1	2020
/mnt/imaging.data/mdas/RNA_seq_2020/382b1/382B1_L2_R1_001_wMojKBI3VV5t.fastq.gz	NA	382	B1	L2	2020
/mnt/imaging.data/mdas/RNA_seq_2020/382b2/382B2_L1_R1_001_tt73nYLLPlmX.fastq.gz	NA	382	B2	L1	2020
/mnt/imaging.data/mdas/RNA_seq_2020/382b2/382B2_L2_R1_001_u3AK2wvq6gvq.fastq.gz	NA	382	B2	L2	2020
/mnt/imaging.data/mdas/RNA_seq_2020/382b3/382B3_L1_R1_001_yMMdM9dtpDE9.fastq.gz	NA	382	B3	L1	2020
/mnt/imaging.data/mdas/RNA_seq_2020/382b3/382B3_L2_R1_001_JZWqrZz0eUf3.fastq.gz	NA	382	B3	L2	2020
/mnt/imaging.data/mdas/RNA_seq_2020/382b4/382B4_L1_R1_001_Y6Xklx9GlZkI.fastq.gz	NA	382	B4	L1	2020
/mnt/imaging.data/mdas/RNA_seq_2020/382b4/382B4_L2_R1_001_EGVBFP42rXm4.fastq.gz	NA	382	B4	L2	2020
/storage/research/izb_meister/mdas/RNA_seq_2020/775b1/775B1_L1_R1_001_sqW7EiJxR1jQ.fastq.gz	NA	775	B1	L1	2020
/storage/research/izb_meister/mdas/RNA_seq_2020/775b1/775B1_L2_R1_001_aY1ESmg57cND.fastq.gz	NA	775	B1	L2	2020
/storage/research/izb_meister/mdas/RNA_seq_2020/775b2/775B2_L1_R1_001_7cNYJTOgtfMO.fastq.gz	NA	775	B2	L1	2020
/storage/research/izb_meister/mdas/RNA_seq_2020/775b2/775B2_L2_R1_001_KpQ3uyTDcRn7.fastq.gz	NA	775	B2	L2	2020
/storage/research/izb_meister/mdas/RNA_seq_2020/775b4/775B4_L1_R1_001_VqnDEIFMH0zU.fastq.gz	NA	775	B4	L1	2020
/storage/research/izb_meister/mdas/RNA_seq_2020/775b4/775B4_L2_R1_001_Vai70bmYnzo1.fastq.gz	NA	775	B4	L2	2020
/storage/research/izb_meister/mdas/RNA_seq_2020/784b1/784B1_L1_R1_001_s2C4bcxqbHMV.fastq.gz	NA	784	B1	L1	2020
/storage/research/izb_meister/mdas/RNA_seq_2020/784b1/784B1_L2_R1_001_oQla0AFVtg0m.fastq.gz	NA	784	B1	L2	2020
/storage/research/izb_meister/mdas/RNA_seq_2020/784b2/784B2_L1_R1_001_zjDxs06VWdYb.fastq.gz	NA	784	B2	L1	2020
/storage/research/izb_meister/mdas/RNA_seq_2020/784b2/784B2_L2_R1_001_CNh0JBmkbTz5.fastq.gz	NA	784	B2	L2	2020
/storage/research/izb_meister/mdas/RNA_seq_2020/784b4/784B4_L1_R1_001_LIP6tzX8axBm.fastq.gz	NA	784	B4	L1	2020
/storage/research/izb_meister/mdas/RNA_seq_2020/784b4/784B4_L2_R1_001_Uy5Ue5wY2n5n.fastq.gz	NA	784	B4	L2	2020
/storage/research/izb_meister/mdas/RNA_seq_2020/784b5/784B5_L1_R1_001_ffvRNNk1nHyM.fastq.gz	NA	784	B5	L1	2020
/storage/research/izb_meister/mdas/RNA_seq_2020/784b5/784B5_L2_R1_001_OBLGwAYsTO12.fastq.gz	NA	784	B5	L2	2020
/mnt/imaging.data/mdas/20210421_RNAseq_degron/821D_1/821D1_L1_R1_001_1O6TNic16ZsY.fastq.gz	/mnt/imaging.data/mdas/20210421_RNAseq_degron/821D_1/821D1_L1_R2_001_sdKot4uUzwt1.fastq.gz	821	D1	L1	20210421
/mnt/imaging.data/mdas/20210421_RNAseq_degron/821D_1/821D1_L2_R1_001_JRa1yULZNytF.fastq.gz	/mnt/imaging.data/mdas/20210421_RNAseq_degron/821D_1/821D1_L2_R2_001_GuQ16vl51mht.fastq.gz	821	D1	L2	20210421
/mnt/imaging.data/mdas/20210421_RNAseq_degron/823D_1/823D1_L1_R1_001_Pz2hOidIcWnC.fastq.gz	/mnt/imaging.data/mdas/20210421_RNAseq_degron/823D_1/823D1_L1_R2_001_yLFumohAT1mu.fastq.gz	823	D1	L1	20210421
/mnt/imaging.data/mdas/20210421_RNAseq_degron/823D_1/823D1_L1_R1_001_ZUMePO9FW6GF.fastq.gz	/mnt/imaging.data/mdas/20210421_RNAseq_degron/823D_1/823D1_L1_R2_001_ysEtwczGazic.fastq.gz	823	D1	L1a	20210421
/mnt/imaging.data/mdas/20210421_RNAseq_degron/823D_1/823D1_L2_R1_001_2lDwa3LxJwta.fastq.gz	/mnt/imaging.data/mdas/20210421_RNAseq_degron/823D_1/823D1_L2_R2_001_lR3LWX9Kt0m5.fastq.gz	823	D1	L2	20210421
/mnt/imaging.data/mdas/20210421_RNAseq_degron/823D_1/823D1_L2_R1_001_59mj4sYN5lm4.fastq.gz	/mnt/imaging.data/mdas/20210421_RNAseq_degron/823D_1/823D1_L2_R2_001_WI6pOqzECjuT.fastq.gz	823	D1	L2a	20210421
/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_A1/822A1_L1_R1_001_7XaIcsVhP3pF.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_A1/822A1_L1_R2_001_CQ6x14edcBBJ.fastq.gz	822	A1	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_A1/822A1_L2_R1_001_2P63JiFjpFGk.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_A1/822A1_L2_R2_001_aLzy7TuURwXW.fastq.gz	822	A1	L2	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_A2/822A2_L1_R1_001_hqTt43owtXv4.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_A2/822A2_L1_R2_001_Q8nwCRQXdAFN.fastq.gz	822	A2	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_A2/822A2_L2_R1_001_5i7lnLNFgIQo.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_A2/822A2_L2_R2_001_08bLuGPD09DT.fastq.gz	822	A2	L2	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_A3/822A3_L1_R1_001_HbTjF2Obg3YH.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_A3/822A3_L1_R2_001_KVGuzXrTs8A3.fastq.gz	822	A3	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_A3/822A3_L2_R1_001_rL8hxUDHZ3jN.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_A3/822A3_L2_R2_001_U5JA6jEr3494.fastq.gz	822	A3	L2	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_C1/822C1_L1_R1_001_ep2dS2QpAM4I.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_C1/822C1_L1_R2_001_gubA3bvyzHJ0.fastq.gz	822	C1	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_C1/822C1_L2_R1_001_TrH9CpfpMac4.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_C1/822C1_L2_R2_001_XkjapjBVa91V.fastq.gz	822	C1	L2	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_C2/822C2_L1_R1_001_UGkMHBUbMBIS.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_C2/822C2_L1_R2_001_pJjh5PaXssU2.fastq.gz	822	C2	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_C2/822C2_L2_R1_001_EoVOaKVUeIRU.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_C2/822C2_L2_R2_001_eSnjplSeoQRT.fastq.gz	822	C2	L2	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_C3/822C3_L1_R1_001_fzTzPctAU5eI.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_C3/822C3_L1_R2_001_DEUVR6BgZWik.fastq.gz	822	C3	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_C3/822C3_L2_R1_001_Gs7MOOxAROrQ.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_822degron/822_C3/822C3_L2_R2_001_pUPlp5nNS9mi.fastq.gz	822	C3	L2	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_degron/821_D2/821D2_L1_R1_001_wUmamVGIE6v7.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_degron/821_D2/821D2_L1_R2_001_I5s0LYX72nG9.fastq.gz	821	D2	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_degron/821_D2/821D2_L2_R1_001_FEq0gMefVBAe.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_degron/821_D2/821D2_L2_R2_001_7UJ2UtoZjjyl.fastq.gz	821	D2	L2	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_degron/821_D3/821D3_L1_R1_001_s3W6FhuNoZDl.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_degron/821_D3/821D3_L1_R2_001_u3N20gW4yBO2.fastq.gz	821	D3	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_degron/821_D3/821D3_L2_R1_001_p0UnXXbQs8tR.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_degron/821_D3/821D3_L2_R2_001_G3CSmZLXult2.fastq.gz	821	D3	L2	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_degron/823_D2/843D2_L1_R1_001_gJUmYIZYM9uP.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_degron/823_D2/843D2_L1_R2_001_hMaTTx4H4k3m.fastq.gz	823	D2	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_degron/823_D2/843D2_L2_R1_001_HqG9wf4Nh6Cj.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_degron/823_D2/843D2_L2_R2_001_0hsSsrXdCPo1.fastq.gz	823	D2	L2	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_degron/823_D3/823D3_L1_R1_001_Zu9VpYWbqfxm.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_degron/823_D3/823D3_L1_R2_001_Vi9kOxv8mQlv.fastq.gz	823	D3	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_degron/823_D3/823D3_L2_R1_001_osmdRWLTR1TH.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_degron/823_D3/823D3_L2_R2_001_MQXHzBBy60vy.fastq.gz	823	D3	L2	20210628
/mnt/imaging.data/mdas/20210421_RNAseq_TEV/828C_1/828C1_L1_R1_001_92jLZEdNYE27.fastq.gz	/mnt/imaging.data/mdas/20210421_RNAseq_TEV/828C_1/828C1_L1_R2_001_b6malwUIKmOR.fastq.gz	828	C1	L1	20210421
/mnt/imaging.data/mdas/20210421_RNAseq_TEV/828C_1/828C1_L2_R1_001_eVO8OaPO6rD5.fastq.gz	/mnt/imaging.data/mdas/20210421_RNAseq_TEV/828C_1/828C1_L2_R2_001_548VC9Dclsso.fastq.gz	828	C1	L2	20210421
/mnt/imaging.data/mdas/20210628_RNAseq_TEV/828_C2/828C2_L1_R1_001_2qn9FVAXuJdS.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_TEV/828_C2/828C2_L1_R2_001_2HC6cN9XiPwB.fastq.gz	828	C2	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_TEV/828_C2/828C2_L2_R1_001_mEHkebaaTPLm.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_TEV/828_C2/828C2_L2_R2_001_W9LyK6d9KkdU.fastq.gz	828	C2	L2	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_TEV/828_C3/828C3_L1_R1_001_2sObxWvXwbj6.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_TEV/828_C3/828C3_L1_R2_001_tiIxD5saDFNJ.fastq.gz	828	C3	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_TEV/828_C3/828C3_L2_R1_001_ZtAljFbnP2gp.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_TEV/828_C3/828C3_L2_R2_001_MZdYIuLGuk0Z.fastq.gz	828	C3	L2	20210628
/mnt/imaging.data/mdas/20210421_RNAseq_TEV/844C_1/844C1_L1_R1_001_vaUmNu514Bzh.fastq.gz	/mnt/imaging.data/mdas/20210421_RNAseq_TEV/844C_1/844C1_L1_R2_001_krUKwMrER9Dh.fastq.gz	844	C1	L1	20210421
/mnt/imaging.data/mdas/20210421_RNAseq_TEV/844C_1/844C1_L2_R1_001_7baBq6QheLQp.fastq.gz	/mnt/imaging.data/mdas/20210421_RNAseq_TEV/844C_1/844C1_L2_R2_001_YrAKLUzH70Hv.fastq.gz	844	C1	L2	20210421
/mnt/imaging.data/mdas/20210628_RNAseq_TEV/844_C2/844C2_L1_R1_001_cxuvCgbSzle5.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_TEV/844_C2/844C2_L1_R2_001_nFrRLngNXk69.fastq.gz	844	C2	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_TEV/844_C2/844C2_L2_R1_001_eGVziXCUU5nc.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_TEV/844_C2/844C2_L2_R2_001_lsVc74C5eDx0.fastq.gz	844	C2	L2	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_TEV/844_C3/844C3_L1_R1_001_QHx5JcuIrij0.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_TEV/844_C3/844C3_L1_R2_001_wfrU3LJntHwu.fastq.gz	844	C3	L1	20210628
/mnt/imaging.data/mdas/20210628_RNAseq_TEV/844_C3/844C3_L2_R1_001_yPPs3NZg1wFi.fastq.gz	/mnt/imaging.data/mdas/20210628_RNAseq_TEV/844_C3/844C3_L2_R2_001_Ct6I2d89VMUc.fastq.gz	844	C3	L2	20210628
